hike_region,total_distance,elevation_gain,num_reviews,stars,hike_url,hike_id,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,views,hiking,nature_trips,walking,bird_watching,trail_running,forest,no_dogs,mountain_bike,backpacking,horseback_riding,beach,fishing,partially_paved,road_biking,off_road_driving,wheelchair_friendly,stroller_friendly,paved,historic_site,rock_climbing,snowshoeing,city_walk,cave,paddle_sports,scenic_driving,surfing,cross_country_skiing,hot_springs,rails_trails,skiing,rocky,snow,muddy,bugs,overgrown,scramble,blowdown,off_trail,no_shade,private_property,closed,washed_out,old_growth,elevation_per_mile,power_rating,hike_difficulty_EASY,hike_difficulty_HARD,hike_difficulty_MODERATE,route_type_Loop,route_type_Out & Back,route_type_Point to Poin,foot_traffic_Heavy,foot_traffic_Light,foot_traffic_Moderate,foot_traffic_Unknown Foot Traffic
,1.2,26,19,4.1,https://www.alltrails.com/trail/us/washington/pine-lakes-loop-trail,hike1462,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21.666666666666668,38.5,1,0,0,1,0,0,0,0,1,0
Shinglemill Creek Natural Area,2.8,577,12,4.7,https://www.alltrails.com/trail/us/washington/shinglemill-creek,hike1463,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.07142857142858,44.94,0,0,1,0,1,0,0,1,0,0
Beacon Rock State Park,1.6,278,19,3.6,https://www.alltrails.com/trail/us/washington/river-to-rock-trail,hike1464,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,173.75,30.71,0,0,1,0,1,0,0,1,0,0
Okanogan-Wenatchee National Forest,8.7,3162,8,4.9,https://www.alltrails.com/trail/us/washington/miller-peak-trail--3,hike1465,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.448275862069,44.56,0,1,0,0,1,0,0,1,0,0
Hanford Reach National Monument,8.2,662,15,3.5,https://www.alltrails.com/trail/us/washington/white-bluffs-south-slope-trail,hike1466,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.73170731707317,31.0,1,0,0,1,0,0,0,1,0,0
Mount Si Natural Resources Conservation Area,5.4,1338,10,4.0,https://www.alltrails.com/trail/us/washington/teneriffe-to-talus-to-mount-si-to-lower-teneriffe-connector-loop,hike1467,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.77777777777777,37.88,1,0,0,1,0,0,0,0,1,0
Kopachuck State Park,0.4,52,11,4.4,https://www.alltrails.com/trail/us/washington/kopachuck-state-park-trail,hike1468,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0,41.61,1,0,0,1,0,0,0,0,0,1
,0.6,91,16,4.0,https://www.alltrails.com/trail/us/washington/garfield-ravine-trail,hike1469,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.66666666666669,37.24,1,0,0,0,1,0,0,0,1,0
Alpine Lakes Wilderness,7.1,3795,9,4.1,https://www.alltrails.com/trail/us/washington/hibox-mountain-via-rachel-lake-trail,hike1470,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,534.5070422535211,38.79,0,1,0,0,1,0,0,0,1,0
Tolmie State Park,0.6,29,15,3.8,https://www.alltrails.com/trail/us/washington/sandy-beach-trail,hike1471,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.333333333333336,34.8,1,0,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,7.9,2286,10,4.5,https://www.alltrails.com/trail/us/washington/freund-canyon-trail,hike1472,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,289.36708860759495,42.29,0,1,0,1,0,0,0,1,0,0
Mount Saint Helens National Volcanic Monument,51.6,8595,11,3.5,https://www.alltrails.com/trail/us/washington/spirit-lake-memorial-highway-to-mount-st-helens,hike1473,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.56976744186045,32.96,1,0,0,0,0,1,0,0,1,0
Lake Lois Habitat Reserve,0.9,3,16,3.0,https://www.alltrails.com/trail/us/washington/lake-lois-habitat-reserve,hike1474,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333333333,23.81,1,0,0,1,0,0,0,1,0,0
Lake Chelan National Recreation Area,8.1,2244,6,4.2,https://www.alltrails.com/trail/us/washington/rainbow-loop-trail--2,hike1475,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.03703703703707,39.44,0,1,0,0,1,0,0,1,0,0
Fort Ebey State Park,1.9,324,12,4.3,https://www.alltrails.com/trail/us/washington/fort-ebey-loop,hike1476,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.5263157894737,40.78,0,0,1,1,0,0,0,0,0,1
Okanogan-Wenatchee National Forest,4.2,505,8,4.5,https://www.alltrails.com/trail/us/washington/the-outback,hike1477,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120.23809523809523,41.69,0,0,1,1,0,0,0,1,0,0
,1.2,26,19,4.1,https://www.alltrails.com/trail/us/washington/iverson-spit-preserve,hike1478,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.666666666666668,38.5,1,0,0,1,0,0,0,0,1,0
Umatilla National Forest,20.7,2211,9,3.8,https://www.alltrails.com/trail/us/washington/north-fork-asotin-creek-trail,hike1479,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.81159420289856,36.39,0,1,0,0,1,0,0,0,1,0
Barnum Point County Park,1.5,108,13,4.6,https://www.alltrails.com/trail/us/washington/holly-and-bluff-loop,hike1480,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,44.26,1,0,0,1,0,0,0,0,1,0
Okanogan-Wenatchee National Forest,9.4,2860,7,4.6,https://www.alltrails.com/trail/us/washington/polallie-ridge,hike1481,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.25531914893617,42.02,0,1,0,0,1,0,0,0,1,0
Riverfront Park,0.3,91,11,4.3,https://www.alltrails.com/trail/us/washington/spokane-lower-falls-overlook,hike1482,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.33333333333337,40.65,1,0,0,0,1,0,1,0,0,0
Discovery Park,1.8,187,4,4.3,https://www.alltrails.com/trail/us/washington/north-beach-and-hidden-valley-loop,hike1483,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.88888888888889,39.7,1,0,0,1,0,0,0,0,1,0
North Gulch Open Space,3.2,383,18,3.9,https://www.alltrails.com/trail/us/washington/big-gulch-trail-via-harbour-pointe,hike1484,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119.6875,35.55,1,0,0,0,1,0,0,0,1,0
Cougar Mountain Regional Wildland Park,3.0,360,8,4.0,https://www.alltrails.com/trail/us/washington/anti-aircraft-ridge-trail-to-cougar-mountain-and-coyote-creek-trail,hike1485,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,38.11,0,0,1,1,0,0,0,0,1,0
Tiger Mountain State Forest,14.6,3103,3,3.3,https://www.alltrails.com/trail/us/washington/east-tiger-mountain,hike1486,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,212.53424657534248,36.75,0,1,0,1,0,0,0,1,0,0
Maury Island Marine Park,1.9,482,4,4.3,https://www.alltrails.com/trail/us/washington/maury-island-viewpoint-trail,hike1487,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.6842105263158,39.7,1,0,0,1,0,0,0,1,0,0
Olympic National Forest,8.9,2171,5,4.6,https://www.alltrails.com/trail/us/washington/tull-canyon-trail-via-tubal-cain-trail,hike1488,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.93258426966293,41.23,0,0,1,0,1,0,0,0,0,1
Cougar Mountain Regional Wildland Park,14.7,3622,6,3.8,https://www.alltrails.com/trail/us/washington/wilderness-peak-and-squak-mountain-loop,hike1489,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,246.39455782312928,37.25,0,1,0,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,10.0,2542,5,4.6,https://www.alltrails.com/trail/us/washington/ironstone-mountain-trail,hike1490,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.2,41.23,0,1,0,0,1,0,0,0,1,0
Mount Baker Snoqualmie National Forest,3.1,177,5,4.2,https://www.alltrails.com/trail/us/washington/conrad-meadows-trail,hike1491,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.096774193548384,39.39,0,0,1,0,1,0,0,1,0,0
Skagit Island State Park,10.8,95,12,3.7,https://www.alltrails.com/trail/us/washington/skagit-river-delta-trail,hike1492,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.796296296296296,34.54,0,0,1,1,0,0,0,0,1,0
Gifford Pinchot National Forest,7.3,2457,4,4.5,https://www.alltrails.com/trail/us/washington/monte-carlo-trail,hike1493,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.5753424657534,40.45,0,1,0,0,1,0,0,0,0,1
Leadbetter Point State Park,7.8,49,17,3.2,https://www.alltrails.com/trail/us/washington/leadbetter-point-trail,hike1494,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6.282051282051282,25.81,1,0,0,0,1,0,0,1,0,0
Pioneer Park,1.0,36,6,3.8,https://www.alltrails.com/trail/us/washington/pioneer-park,hike1495,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,37.25,1,0,0,1,0,0,0,1,0,0
Harper County Park,1.5,187,19,2.9,https://www.alltrails.com/trail/us/washington/harper-park-trail,hike1496,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124.66666666666667,19.81,1,0,0,1,0,0,0,1,0,0
Mount Baker Snoqualmie National Forest,1.0,177,5,4.2,https://www.alltrails.com/trail/us/washington/kloochman-rock-climb,hike1497,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.0,39.39,0,0,1,0,1,0,0,0,1,0
Coal Creek Park,4.2,715,11,3.8,https://www.alltrails.com/trail/us/washington/lower-coal-creek-trail,hike1498,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170.23809523809524,35.85,1,0,0,0,1,0,0,0,1,0
Columbia National Wildlife Refuge,3.2,180,10,3.9,https://www.alltrails.com/trail/us/washington/seep-lakes-wildlife-area-trails,hike1499,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,37.0,1,0,0,1,0,0,0,1,0,0
Juanita Bay Park,0.9,16,11,4.2,https://www.alltrails.com/trail/us/washington/old-market-street-trail,hike1500,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77777777777778,39.69,1,0,0,0,1,0,0,0,1,0
Gifford Pinchot National Forest,7.7,2378,9,4.6,https://www.alltrails.com/trail/us/washington/road-1-sno-park-trail,hike1501,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.83116883116884,42.79,0,1,0,0,1,0,0,0,1,0
Gifford Pinchot National Forest,20.9,6571,2,4.5,https://www.alltrails.com/trail/us/washington/juniper-ridge-trail,hike1502,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.4019138755981,39.79,0,0,1,0,1,0,0,0,1,0
Fort Ward State Park,4.4,495,9,4.6,https://www.alltrails.com/trail/us/washington/fort-ward-hill-trail-loop-to-blakely-harbor,hike1503,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.49999999999999,42.79,1,0,0,1,0,0,0,1,0,0
Squak Mountain State Park,0.3,22,12,3.7,https://www.alltrails.com/trail/us/washington/pretzel-tree-trail,hike1504,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33333333333334,34.54,1,0,0,1,0,0,0,0,1,0
Olympic National Park,4.6,2030,7,4.0,https://www.alltrails.com/trail/us/washington/deadfall-trail,hike1505,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.304347826087,38.23,0,0,1,0,1,0,0,0,1,0
,4.2,551,11,3.9,https://www.alltrails.com/trail/us/washington/reade-hill-trail,hike1506,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.19047619047618,36.81,0,0,1,1,0,0,0,1,0,0
Larrabee State Park,1.7,626,6,4.0,https://www.alltrails.com/trail/us/washington/rock-trail,hike1507,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.2352941176471,38.35,1,0,0,0,1,0,0,0,1,0
Grass Lake Nature Park,1.4,91,20,3.4,https://www.alltrails.com/trail/us/washington/grass-lake-nature-park-trail,hike1508,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.0,27.08,1,0,0,1,0,0,0,0,1,0
,12.8,226,8,4.1,https://www.alltrails.com/trail/us/washington/whitehorse-trail,hike1509,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65625,38.83,1,0,0,0,1,0,0,1,0,0
Griffiths-Priday Ocean State Park,3.0,19,13,3.4,https://www.alltrails.com/trail/us/washington/copalis-river-spit-trail,hike1510,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.333333333333333,30.85,1,0,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,6.5,1633,9,3.9,https://www.alltrails.com/trail/us/washington/xanadu-trail,hike1511,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.23076923076923,37.19,0,0,1,1,0,0,0,0,1,0
Gifford Pinchot National Forest,3.6,65,2,5.0,https://www.alltrails.com/trail/us/washington/triangle-pass,hike1512,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.055555555555554,40.73,1,0,0,0,0,1,0,0,1,0
Gifford Pinchot National Forest,3.9,646,15,4.6,https://www.alltrails.com/trail/us/washington/old-ranch-road-and-little-maui-trail-loop,hike1513,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,165.64102564102564,44.95,0,0,1,1,0,0,0,0,1,0
Mount Baker National Forest,1.6,360,3,4.3,https://www.alltrails.com/trail/us/washington/damfino-lakes-trail,hike1514,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,39.56,0,0,1,0,1,0,1,0,0,0
Goat Rocks Wilderness,13.9,4268,6,4.3,https://www.alltrails.com/trail/us/washington/clear-lost-trail,hike1515,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.0503597122302,39.99,0,1,0,0,1,0,0,0,1,0
Colville National Forest,13.7,3923,6,4.7,https://www.alltrails.com/trail/us/washington/hall-mountain-trail,hike1516,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.35036496350364,42.18,0,1,0,0,1,0,0,0,1,0
LT Murray State Wildlife Recreation Area,7.3,1640,6,4.0,https://www.alltrails.com/trail/us/washington/yakima-rim-loop-trail,hike1517,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.65753424657535,38.35,0,0,1,1,0,0,0,1,0,0
Middle Fork Snoqualmie Natural Resources Conservation Area,11.0,3933,9,4.4,https://www.alltrails.com/trail/us/washington/thompson-lake-trail,hike1518,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.54545454545456,41.19,0,1,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,7.7,1453,16,3.5,https://www.alltrails.com/trail/us/washington/chiwaukum-creek-trail,hike1519,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.7012987012987,30.52,0,0,1,1,0,0,0,0,1,0
Squak Mountain State Park,2.3,620,7,3.9,https://www.alltrails.com/trail/us/washington/coal-mine-loop,hike1520,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.5652173913044,37.59,1,0,0,1,0,0,0,0,1,0
,8.2,1276,5,3.6,https://www.alltrails.com/trail/us/washington/mill-creek-truck-trail,hike1521,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.609756097561,36.63,0,0,1,0,0,1,0,0,1,0
Wenatchee Confluence State Park,2.9,55,23,3.4,https://www.alltrails.com/trail/us/washington/wenatchee-confluence-trail,hike1522,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.96551724137931,25.59,0,0,1,1,0,0,0,0,1,0
,15.0,262,24,3.9,https://www.alltrails.com/trail/us/washington/bill-chipman-palouse-trail-pullman-to-moscow,hike1523,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.466666666666665,34.58,1,0,0,0,1,0,0,1,0,0
Mount Si Natural Resources Conservation Area,10.7,3733,4,3.8,https://www.alltrails.com/trail/us/washington/blowdown-mountain,hike1524,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,348.87850467289724,37.85,0,1,0,0,1,0,0,1,0,0
Okanogan-Wenatchee National Forest,8.5,4173,4,3.3,https://www.alltrails.com/trail/us/washington/little-giant-pass,hike1525,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,490.94117647058823,35.99,0,1,0,0,1,0,0,1,0,0
Gifford Pinchot National Forest,1.2,42,14,3.7,https://www.alltrails.com/trail/us/washington/whistle-punk-trail,hike1526,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.0,33.86,1,0,0,1,0,0,0,0,0,1
Okanogan-Wenatchee National Forest,3.4,541,12,4.1,https://www.alltrails.com/trail/us/washington/canyon-crest-trail-to-rat-creek-ridge-trail?p=-1,hike1527,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.11764705882354,38.7,1,0,0,1,0,0,0,0,1,0
Wright Park,1.4,68,19,4.2,https://www.alltrails.com/trail/us/washington/wright-park,hike1528,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.57142857142858,40.05,1,0,0,1,0,0,0,1,0,0
Olympic National Forest,0.6,242,3,3.7,https://www.alltrails.com/trail/us/washington/rainbow-canyon-trail,hike1529,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.33333333333337,37.88,1,0,0,0,1,0,0,1,0,0
